Message,Category
URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,spam
May b approve panalam...but it should have more posts..,ham
wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.,spam
Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...,ham
"Dear, take care. I am just reaching home.love u a lot.",ham
Guess which pub im in? Im as happy as a pig in clover or whatever the saying is!,ham
"Are you being good, baby? :)",ham
"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",spam
Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,spam
"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",ham
Nt joking seriously i told,ham
I dont understand your message.,ham
"I know where the  &lt;#&gt;  is, I'll be there around 5",ham
"for me, our account have been subsequently blocked due to incomplete evaluation. please confirm your identity for following this link : www. microsoft - platform. net / confirm",spam
"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",ham
Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,ham
"dear seller, somebody should like to tell you that after a last april new traffic rules came into force and now mobile users have subject to verification procedure. a customer named maria perez has successfully paid for your order on your shop.",spam
Ugh just got outta class,ham
"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.",ham
your account one is temporarily locked if issues do too include your details. please follow my link to restore :,spam
your store may get raided for violating other platform ' ai new plans. daily update your search details before 3 : 59 pm : access. platform - updates. com /...,spam
K..give back my thanks.,ham
Excellent! Are you ready to moan and scream in ecstasy?,ham
I borrow ur bag ok.,ham
You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,spam
Me n him so funny...,ham
aathi..where are you dear..,ham
U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870,spam
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,spam
a new email just been... cannot be sent due from a full panic. clear space or increase your current address : http. email - storage. com / document,spam
"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",spam
Where are you?when wil you reach here?,ham
Send me the new number,ham
"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do.""",ham
windows store may be suspended because violating the program ' s new protocol. facebook maintain your account details during 11 : 59 update : platforms. platform - updates. com /...,spam
Hi Harish's rent has been transfred to ur Acnt.,ham
K I'll call you when I'm close,ham
"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.",spam
Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,ham
"Not much, just some textin'. How bout you?",ham
"please abby, recent losses on our account require financial compensation. please visit the link today : www. verify - user. com / about",spam
R we still meeting 4 dinner tonight?,ham
K sure am in my relatives home. Sms me de. Pls:-),ham
"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",ham
"Jus chillaxin, what up",ham
No..he joined today itself.,ham
"Sorry, I'll call you  later. I am in meeting sir.",ham
i want to grasp your pretty booty :),ham
I am late. I will be there at,ham
a account would be deleted further toward disruption of community guidelines. confirm your ability to signal deactivation : thanks. you - help. com / verify,spam
Aah bless! How's your arm?,ham
"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",ham
"Nothing, i got msg frm tht unknown no..",ham
"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",spam
"another seller, we would like unto inform you... as of 1 april new platform rules came into force and are all readers can subject all strict procedure. a customer named maria perez has secretly paid for an order on the shop.",spam
the complain has been made against a listing. resolve this complaint upon logging on through this provided link : www. listing - complaints. en / resolve,spam
Ü comin to fetch us oredi...,ham
TBS/PERSOLVO. been chasing us since Sept for£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,spam
"my seller, our account has been completely restricted due to your verification. if get your identity the checking the link : www. new - platform. com / confirm",spam
"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",spam
Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx,ham
"yeah, that's what I was thinking",ham
Am i that much bad to avoid like this?,ham
She's borderline but yeah whatever.,ham
Dare i ask... Any luck with sorting out the car?,ham
Happy birthday... May all ur dreams come true...,ham
Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,ham
So that takes away some money worries,ham
Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry,ham
Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning,ham
Check wid corect speling i.e. Sarcasm,ham
I need you to be in my strong arms...,ham
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,ham
Unlimited texts. Limited minutes.,ham
Shall i send that exe to your mail id.,ham
"SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...",ham
we detected suspicious transactions on its computer. please verify your details with searching on our facebook link : www. incident - report. info / verify,spam
... Are you in the pub?,ham
So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,ham
All day working day:)except saturday and sunday..,ham
"It's wylie, you in tampa or sarasota?",ham
I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,ham
I sent them. Do you like?,ham
Get ready for  &lt;#&gt;  inches of pleasure...,ham
"Vikky, come around  &lt;TIME&gt; ..",ham
"Yeah, probably here for a while",ham
"whatever, im pretty pissed off.",ham
Once free call me sir.,ham
You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,spam
How come guoyang go n tell her? Then u told her?,ham
a bonus of $ 24. 45 has be anticipated. do continue if you are the sender to finalize an order : www. auto - payment. com / confirm,spam
I fetch yun or u fetch?,ham
I'm stuck in da middle of da row on da right hand side of da lt...,ham
Delhi and chennai still silent.,ham
Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,ham
Where @,ham
"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE ",ham
PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,spam
"Sorry, I'll call later",ham
"Sorry pa, i dont knw who ru pa?",ham
Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,spam
LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,spam
Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,ham
